"title","start_time","end_time","description","exercise_title","superset_id","exercise_notes","set_index","set_type","weight_kg","reps","distance_km","duration_seconds","rpe"
"Push","26 Sep 2022, 17:26","26 Sep 2022, 18:17","","Incline Bench Press (Barbell)",,"",2,"normal",45,3,,,
"Push","26 Sep 2022, 17:26","26 Sep 2022, 18:17","","Incline Bench Press (Barbell)",,"",3,"normal",45,2,,,
"Push","26 Sep 2022, 17:26","26 Sep 2022, 18:17","","Squat (Barbell)",,"",0,"normal",40,10,,,
"Push","26 Sep 2022, 17:26","26 Sep 2022, 18:17","","Squat (Barbell)",,"",1,"normal",45,10,,,
"Push","26 Sep 2022, 17:26","26 Sep 2022, 18:17","","Squat (Barbell)",,"",2,"normal",50,10,,,
"Push","26 Sep 2022, 17:26","26 Sep 2022, 18:17","","Squat (Barbell)",,"",3,"normal",55,10,,,
"Push","26 Sep 2022, 17:26","26 Sep 2022, 18:17","","Triceps Rope Pushdown",,"",0,"normal",36,10,,,
"Push","26 Sep 2022, 17:26","26 Sep 2022, 18:17","","Triceps Rope Pushdown",,"",1,"normal",41,6,,,
"Push","26 Sep 2022, 17:26","26 Sep 2022, 18:17","","Triceps Rope Pushdown",,"",2,"normal",41,6,,,
"Push","26 Sep 2022, 17:26","26 Sep 2022, 18:17","","Glute Kickback (Machine)",,"",0,"normal",18,20,,,
"Push","26 Sep 2022, 17:26","26 Sep 2022, 18:17","","Overhead Press (Smith Machine)",,"",0,"normal",20,10,,,
"Push","26 Sep 2022, 17:26","26 Sep 2022, 18:17","","Overhead Press (Smith Machine)",,"",1,"normal",25,9,,,
"Push","26 Sep 2022, 17:26","26 Sep 2022, 18:17","","Overhead Press (Smith Machine)",,"",2,"normal",25,5,,,
"Pull 2","25 Sep 2022, 10:29","25 Sep 2022, 11:28","","Face Pull",,"",0,"normal",45,10,,,
"Pull 2","25 Sep 2022, 10:29","25 Sep 2022, 11:28","","Face Pull",,"",1,"normal",50,10,,,
"Pull 2","25 Sep 2022, 10:29","25 Sep 2022, 11:28","","Face Pull",,"",2,"normal",54,10,,,
"Pull 2","25 Sep 2022, 10:29","25 Sep 2022, 11:28","","Seated Cable Row - Bar Grip",,"",0,"normal",50,8,,,
"Pull 2","25 Sep 2022, 10:29","25 Sep 2022, 11:28","","Seated Cable Row - Bar Grip",,"",1,"normal",50,6,,,
"Pull 2","25 Sep 2022, 10:29","25 Sep 2022, 11:28","","Seated Cable Row - Bar Grip",,"",2,"normal",50,8,,,
"Pull 2","25 Sep 2022, 10:29","25 Sep 2022, 11:28","","Seated Leg Curl (Machine)",,"",0,"normal",40,10,,,
"Pull 2","25 Sep 2022, 10:29","25 Sep 2022, 11:28","","Seated Leg Curl (Machine)",,"",1,"normal",40,9,,,
"Pull 2","25 Sep 2022, 10:29","25 Sep 2022, 11:28","","Hammer Curl (Dumbbell)",,"",0,"normal",20,10,,,
"Pull 2","25 Sep 2022, 10:29","25 Sep 2022, 11:28","","Hammer Curl (Dumbbell)",,"",1,"normal",20,8,,,
"Pull 2","25 Sep 2022, 10:29","25 Sep 2022, 11:28","","Dumbbell Row",,"",0,"normal",16,20,,,
"Pull 2","25 Sep 2022, 10:29","25 Sep 2022, 11:28","","Dumbbell Row",,"",1,"normal",16,20,,,
"Pull 2","25 Sep 2022, 10:29","25 Sep 2022, 11:28","","Dumbbell Row",,"",2,"normal",16,20,,,
"Pull 2","25 Sep 2022, 10:29","25 Sep 2022, 11:28","","Deadlift (Barbell)",,"",0,"normal",20,10,,,
"Pull 2","25 Sep 2022, 10:29","25 Sep 2022, 11:28","","Deadlift (Barbell)",,"",1,"normal",60,10,,,
"Pull 2","25 Sep 2022, 10:29","25 Sep 2022, 11:28","","Deadlift (Barbell)",,"",2,"normal",70,8,,,
"Pull 2","25 Sep 2022, 10:29","25 Sep 2022, 11:28","","Deadlift (Barbell)",,"",3,"normal",75,3,,,
"Pull 2","25 Sep 2022, 10:29","25 Sep 2022, 11:28","","Deadlift (Barbell)",,"",4,"normal",80,2,,,
"Push 2","23 Sep 2022, 16:32","23 Sep 2022, 17:14","","Leg Extension (Machine)",,"",0,"normal",41,10,,,
"Push 2","23 Sep 2022, 16:32","23 Sep 2022, 17:14","","Leg Extension (Machine)",,"",1,"normal",45,10,,,
"Push 2","23 Sep 2022, 16:32","23 Sep 2022, 17:14","","Leg Extension (Machine)",,"",2,"normal",50,10,,,
"Push 2","23 Sep 2022, 16:32","23 Sep 2022, 17:14","","Bench Press (Barbell)",,"",0,"normal",40,10,,,
"Push 2","23 Sep 2022, 16:32","23 Sep 2022, 17:14","","Bench Press (Barbell)",,"",1,"normal",45,6,,,
"Push 2","23 Sep 2022, 16:32","23 Sep 2022, 17:14","","Bench Press (Barbell)",,"",2,"normal",50,3,,,
"Push 2","23 Sep 2022, 16:32","23 Sep 2022, 17:14","","Bench Press (Barbell)",,"",3,"normal",50,2,,,
"Push 2","23 Sep 2022, 16:32","23 Sep 2022, 17:14","","Triceps Rope Pushdown",,"",0,"normal",45,5,,,
"Push 2","23 Sep 2022, 16:32","23 Sep 2022, 17:14","","Triceps Rope Pushdown",,"",1,"normal",45,5,,,
"Push 2","23 Sep 2022, 16:32","23 Sep 2022, 17:14","","Skullcrusher (Barbell)",,"",0,"normal",10,10,,,
"Push 2","23 Sep 2022, 16:32","23 Sep 2022, 17:14","","Skullcrusher (Barbell)",,"",1,"normal",15,12,,,
"Push 2","23 Sep 2022, 16:32","23 Sep 2022, 17:14","","Skullcrusher (Barbell)",,"",2,"normal",17.5,12,,,
"Push 2","23 Sep 2022, 16:32","23 Sep 2022, 17:14","","Seated Calf Raise",,"",0,"normal",20,10,,,
"Push 2","23 Sep 2022, 16:32","23 Sep 2022, 17:14","","Seated Calf Raise",,"",1,"normal",20,10,,,
"Push 2","23 Sep 2022, 16:32","23 Sep 2022, 17:14","","Seated Calf Raise",,"",2,"normal",20,10,,,
"Pull","22 Sep 2022, 17:07","22 Sep 2022, 17:53","","Face Pull",,"",0,"normal",41,10,,,
"Pull","22 Sep 2022, 17:07","22 Sep 2022, 17:53","","Face Pull",,"",1,"normal",46,10,,,
"Pull","22 Sep 2022, 17:07","22 Sep 2022, 17:53","","Face Pull",,"",2,"normal",50,7,,,
"Pull","22 Sep 2022, 17:07","22 Sep 2022, 17:53","","Bicep Curl (Barbell)",,"",0,"normal",20,8,,,
"Pull","22 Sep 2022, 17:07","22 Sep 2022, 17:53","","Bicep Curl (Barbell)",,"",1,"normal",20,7,,,
"Pull","22 Sep 2022, 17:07","22 Sep 2022, 17:53","","Bicep Curl (Barbell)",,"",2,"normal",20,6,,,
"Pull","22 Sep 2022, 17:07","22 Sep 2022, 17:53","","Romanian Deadlift (Dumbbell)",,"",0,"normal",48,7,,,
"Pull","22 Sep 2022, 17:07","22 Sep 2022, 17:53","","Romanian Deadlift (Dumbbell)",,"",1,"normal",48,8,,,
"Pull","22 Sep 2022, 17:07","22 Sep 2022, 17:53","","Romanian Deadlift (Dumbbell)",,"",2,"normal",48,5,,,
"Pull","22 Sep 2022, 17:07","22 Sep 2022, 17:53","","Lat Pulldown (Cable)",,"",0,"normal",41,10,,,
"Pull","22 Sep 2022, 17:07","22 Sep 2022, 17:53","","Lat Pulldown (Cable)",,"",1,"normal",41,8,,,
"Pull","22 Sep 2022, 17:07","22 Sep 2022, 17:53","","Lat Pulldown (Cable)",,"",2,"normal",46,5,,,
"Pull","22 Sep 2022, 17:07","22 Sep 2022, 17:53","","Iso-Lateral Row (Machine)",,"",0,"normal",55,10,,,
"Pull","22 Sep 2022, 17:07","22 Sep 2022, 17:53","","Iso-Lateral Row (Machine)",,"",1,"normal",65,10,,,
"Pull","22 Sep 2022, 17:07","22 Sep 2022, 17:53","","Iso-Lateral Row (Machine)",,"",2,"normal",65,7,,,
"Pull","22 Sep 2022, 17:07","22 Sep 2022, 17:53","","Triceps Extension (Cable)",,"",0,"normal",27,10,,,
"Pull","22 Sep 2022, 17:07","22 Sep 2022, 17:53","","Triceps Extension (Cable)",,"",1,"normal",27,9,,,
"Afternoon workout 💪","21 Sep 2022, 16:12","21 Sep 2022, 16:59","","Incline Bench Press (Barbell)",,"",0,"normal",40,7,,,
"Afternoon workout 💪","21 Sep 2022, 16:12","21 Sep 2022, 16:59","","Incline Bench Press (Barbell)",,"",1,"normal",40,7,,,
"Afternoon workout 💪","21 Sep 2022, 16:12","21 Sep 2022, 16:59","","Incline Bench Press (Barbell)",,"",2,"normal",40,8,,,
"Afternoon workout 💪","21 Sep 2022, 16:12","21 Sep 2022, 16:59","","Incline Bench Press (Barbell)",,"",3,"normal",40,6,,,
"Afternoon workout 💪","21 Sep 2022, 16:12","21 Sep 2022, 16:59","","Squat (Barbell)",,"",0,"normal",20,10,,,
"Afternoon workout 💪","21 Sep 2022, 16:12","21 Sep 2022, 16:59","","Squat (Barbell)",,"",1,"normal",40,10,,,
"Afternoon workout 💪","21 Sep 2022, 16:12","21 Sep 2022, 16:59","","Squat (Barbell)",,"",2,"normal",50,10,,,
"Afternoon workout 💪","21 Sep 2022, 16:12","21 Sep 2022, 16:59","","Squat (Barbell)",,"",3,"normal",50,10,,,
"Afternoon workout 💪","21 Sep 2022, 16:12","21 Sep 2022, 16:59","","Triceps Rope Pushdown",,"",0,"normal",36,10,,,
"Afternoon workout 💪","21 Sep 2022, 16:12","21 Sep 2022, 16:59","","Triceps Rope Pushdown",,"",1,"normal",41,10,,,
"Afternoon workout 💪","21 Sep 2022, 16:12","21 Sep 2022, 16:59","","Triceps Rope Pushdown",,"",2,"normal",41,9,,,
"Afternoon workout 💪","21 Sep 2022, 16:12","21 Sep 2022, 16:59","","Leg Press (Machine)",,"",0,"normal",125,10,,,
"Afternoon workout 💪","21 Sep 2022, 16:12","21 Sep 2022, 16:59","","Leg Press (Machine)",,"",1,"normal",145,10,,,
"Afternoon workout 💪","21 Sep 2022, 16:12","21 Sep 2022, 16:59","","Leg Press (Machine)",,"",2,"normal",165,10,,,
"Afternoon workout 💪","21 Sep 2022, 16:12","21 Sep 2022, 16:59","","Leg Press (Machine)",,"",3,"normal",165,10,,,
"Full Body 2","15 Sep 2022, 17:20","15 Sep 2022, 17:40","","Incline Bench Press (Barbell)",,"",0,"normal",30,10,,,
"Full Body 2","15 Sep 2022, 17:20","15 Sep 2022, 17:40","","Incline Bench Press (Barbell)",,"",1,"normal",35,9,,,
"Full Body 2","15 Sep 2022, 17:20","15 Sep 2022, 17:40","","Incline Bench Press (Barbell)",,"",2,"normal",40,4,,,
"Full Body 2","15 Sep 2022, 17:20","15 Sep 2022, 17:40","","Lateral Raise (Dumbbell)",,"",0,"normal",14,10,,,
"Full Body 2","15 Sep 2022, 17:20","15 Sep 2022, 17:40","","Lateral Raise (Dumbbell)",,"",1,"normal",14,10,,,
"Full Body 2","15 Sep 2022, 17:20","15 Sep 2022, 17:40","","Triceps Extension (Cable)",,"",0,"normal",27,10,,,
"Full Body 2","15 Sep 2022, 17:20","15 Sep 2022, 17:40","","Triceps Extension (Cable)",,"",1,"normal",27,10,,,
"Full Body 2","15 Sep 2022, 17:20","15 Sep 2022, 17:40","","Triceps Extension (Cable)",,"",2,"normal",27,8,,,
"Afternoon workout 💪","13 Sep 2022, 17:09","13 Sep 2022, 17:35","","Bench Press (Barbell)",,"",0,"normal",40,8,,,
"Afternoon workout 💪","13 Sep 2022, 17:09","13 Sep 2022, 17:35","","Bench Press (Barbell)",,"",1,"normal",42.5,5,,,
"Afternoon workout 💪","13 Sep 2022, 17:09","13 Sep 2022, 17:35","","Bench Press (Barbell)",,"",2,"normal",42.5,5,,,
"Afternoon workout 💪","13 Sep 2022, 17:09","13 Sep 2022, 17:35","","Bench Press (Barbell)",,"",3,"normal",45,5,,,
"Afternoon workout 💪","13 Sep 2022, 17:09","13 Sep 2022, 17:35","","Bicep Curl (Barbell)",,"",0,"normal",10,12,,,
"Afternoon workout 💪","13 Sep 2022, 17:09","13 Sep 2022, 17:35","","Bicep Curl (Barbell)",,"",1,"normal",15,10,,,
"Afternoon workout 💪","13 Sep 2022, 17:09","13 Sep 2022, 17:35","","Bicep Curl (Barbell)",,"",2,"normal",20,7,,,
"Afternoon workout 💪","13 Sep 2022, 17:09","13 Sep 2022, 17:35","","Bicep Curl (Barbell)",,"",3,"normal",20,7,,,
"Afternoon workout 💪","13 Sep 2022, 17:09","13 Sep 2022, 17:35","","Seated Shoulder Press (Machine)",,"",0,"normal",35,5,,,
"Afternoon workout 💪","13 Sep 2022, 17:09","13 Sep 2022, 17:35","","Seated Shoulder Press (Machine)",,"",1,"normal",35,6,,,
"Afternoon workout 💪","13 Sep 2022, 17:09","13 Sep 2022, 17:35","","Seated Shoulder Press (Machine)",,"",2,"normal",35,4,,,
"Afternoon workout 💪","13 Sep 2022, 17:09","13 Sep 2022, 17:35","","Walking",,"",0,"normal",,,0.4,600,
"Afternoon workout 💪","8 Sep 2022, 17:14","8 Sep 2022, 17:37","","Incline Bench Press (Barbell)",,"",0,"normal",20,10,,,
"Afternoon workout 💪","8 Sep 2022, 17:14","8 Sep 2022, 17:37","","Incline Bench Press (Barbell)",,"",1,"normal",30,10,,,
"Afternoon workout 💪","8 Sep 2022, 17:14","8 Sep 2022, 17:37","","Incline Bench Press (Barbell)",,"",2,"normal",35,7,,,
"Afternoon workout 💪","8 Sep 2022, 17:14","8 Sep 2022, 17:37","","Incline Bench Press (Barbell)",,"",3,"normal",35,6,,,
"Afternoon workout 💪","8 Sep 2022, 17:14","8 Sep 2022, 17:37","","Straight Arm Lat Pulldown (Cable)",,"",0,"normal",20,8,,,
"Afternoon workout 💪","8 Sep 2022, 17:14","8 Sep 2022, 17:37","","Straight Arm Lat Pulldown (Cable)",,"",1,"normal",31,10,,,
"Afternoon workout 💪","8 Sep 2022, 17:14","8 Sep 2022, 17:37","","Straight Arm Lat Pulldown (Cable)",,"",2,"normal",36,8,,,
"Afternoon workout 💪","8 Sep 2022, 17:14","8 Sep 2022, 17:37","","Triceps Extension (Cable)",,"",0,"normal",19,10,,,
"Afternoon workout 💪","8 Sep 2022, 17:14","8 Sep 2022, 17:37","","Triceps Extension (Cable)",,"",1,"normal",24,10,,,
"Afternoon workout 💪","8 Sep 2022, 17:14","8 Sep 2022, 17:37","","Leg Extension (Machine)",,"",0,"normal",40.5,10,,,
"Evening workout 🏋️","7 Sep 2022, 18:32","7 Sep 2022, 19:11","","Bench Press (Barbell)",,"",0,"normal",40,10,,,
"Evening workout 🏋️","7 Sep 2022, 18:32","7 Sep 2022, 19:11","","Bench Press (Barbell)",,"",1,"normal",45,5,,,
"Evening workout 🏋️","7 Sep 2022, 18:32","7 Sep 2022, 19:11","","Bench Press (Barbell)",,"",2,"normal",45,5,,,
"Evening workout 🏋️","7 Sep 2022, 18:32","7 Sep 2022, 19:11","","Seated Cable Row - Bar Grip",,"",0,"normal",45,10,,,
"Evening workout 🏋️","7 Sep 2022, 18:32","7 Sep 2022, 19:11","","Seated Cable Row - Bar Grip",,"",1,"normal",50,9,,,
"Evening workout 🏋️","7 Sep 2022, 18:32","7 Sep 2022, 19:11","","Seated Cable Row - Bar Grip",,"",2,"normal",50,8,,,
"Evening workout 🏋️","7 Sep 2022, 18:32","7 Sep 2022, 19:11","","Triceps Rope Pushdown",,"",0,"normal",36,10,,,
"Evening workout 🏋️","7 Sep 2022, 18:32","7 Sep 2022, 19:11","","Triceps Rope Pushdown",,"",1,"normal",40,5,,,
"Evening workout 🏋️","7 Sep 2022, 18:32","7 Sep 2022, 19:11","","Triceps Rope Pushdown",,"",2,"normal",40,5,,,
"Evening workout 🏋️","7 Sep 2022, 18:32","7 Sep 2022, 19:11","","Shoulder Press (Dumbbell)",,"",0,"normal",24,10,,,
"Evening workout 🏋️","7 Sep 2022, 18:32","7 Sep 2022, 19:11","","Shoulder Press (Dumbbell)",,"",1,"normal",24,7,,,
"Evening workout 🏋️","7 Sep 2022, 18:32","7 Sep 2022, 19:11","","Shoulder Press (Dumbbell)",,"",2,"normal",24,6,,,
"Evening workout 🏋️","7 Sep 2022, 18:32","7 Sep 2022, 19:11","","Incline Chest Press (Machine)",,"",0,"normal",25,10,,,
"Evening workout 🏋️","7 Sep 2022, 18:32","7 Sep 2022, 19:11","","Incline Chest Press (Machine)",,"",1,"normal",30,10,,,
"Evening workout 🏋️","7 Sep 2022, 18:32","7 Sep 2022, 19:11","","Incline Chest Press (Machine)",,"",2,"normal",35,8,,,
"Afternoon workout 💪","29 Aug 2022, 10:50","29 Aug 2022, 11:35","","Bench Press (Barbell)",,"",0,"normal",40,10,,,
"Afternoon workout 💪","29 Aug 2022, 10:50","29 Aug 2022, 11:35","","Bench Press (Barbell)",,"",1,"normal",45,7,,,
"Afternoon workout 💪","29 Aug 2022, 10:50","29 Aug 2022, 11:35","","Bench Press (Barbell)",,"",2,"normal",45,8,,,
"Afternoon workout 💪","29 Aug 2022, 10:50","29 Aug 2022, 11:35","","Bench Press (Barbell)",,"",3,"normal",47.5,3,,,
"Afternoon workout 💪","29 Aug 2022, 10:50","29 Aug 2022, 11:35","","Bench Press (Barbell)",,"",4,"normal",47.5,3,,,
"Afternoon workout 💪","29 Aug 2022, 10:50","29 Aug 2022, 11:35","","Triceps Rope Pushdown",0,"",0,"normal",40.5,8,,,
"Afternoon workout 💪","29 Aug 2022, 10:50","29 Aug 2022, 11:35","","Triceps Rope Pushdown",0,"",1,"normal",36,10,,,
"Afternoon workout 💪","29 Aug 2022, 10:50","29 Aug 2022, 11:35","","Triceps Rope Pushdown",0,"",2,"normal",40.5,8,,,
"Afternoon workout 💪","29 Aug 2022, 10:50","29 Aug 2022, 11:35","","Face Pull",0,"",0,"normal",40.5,10,,,
"Afternoon workout 💪","29 Aug 2022, 10:50","29 Aug 2022, 11:35","","Face Pull",0,"",1,"normal",45,10,,,
"Afternoon workout 💪","29 Aug 2022, 10:50","29 Aug 2022, 11:35","","Face Pull",0,"",2,"normal",49.5,10,,,
"Afternoon workout 💪","29 Aug 2022, 10:50","29 Aug 2022, 11:35","","Seated Cable Row - Bar Grip",,"",0,"normal",54.5,9,,,
"Afternoon workout 💪","29 Aug 2022, 10:50","29 Aug 2022, 11:35","","Seated Cable Row - Bar Grip",,"",1,"normal",54.5,8,,,
"Afternoon workout 💪","29 Aug 2022, 10:50","29 Aug 2022, 11:35","","Seated Cable Row - Bar Grip",,"",2,"normal",55,7,,,
"Afternoon workout 💪","29 Aug 2022, 10:50","29 Aug 2022, 11:35","","Seated Shoulder Press (Machine)",,"",0,"normal",35,10,,,
"Afternoon workout 💪","29 Aug 2022, 10:50","29 Aug 2022, 11:35","","Seated Shoulder Press (Machine)",,"",1,"normal",35,7,,,
"Afternoon workout 💪","29 Aug 2022, 10:50","29 Aug 2022, 11:35","","Seated Shoulder Press (Machine)",,"",2,"normal",35,8,,,
"Afternoon workout 💪","29 Aug 2022, 10:50","29 Aug 2022, 11:35","","Chest Press (Machine)",,"",0,"normal",50,7,,,
"Afternoon workout 💪","29 Aug 2022, 10:50","29 Aug 2022, 11:35","","Chest Press (Machine)",,"",1,"normal",50,6,,,
"Afternoon workout 💪","29 Aug 2022, 10:50","29 Aug 2022, 11:35","","Chest Press (Machine)",,"",2,"normal",50,4,,,
"Late night workout 🌙","21 Aug 2022, 12:35","21 Aug 2022, 13:35","","Squat (Barbell)",,"",0,"normal",60,8,,,
"Late night workout 🌙","21 Aug 2022, 12:35","21 Aug 2022, 13:35","","Squat (Barbell)",,"",1,"normal",60,10,,,
"Late night workout 🌙","21 Aug 2022, 12:35","21 Aug 2022, 13:35","","Squat (Barbell)",,"",2,"normal",60,5,,,
"Late night workout 🌙","21 Aug 2022, 12:35","21 Aug 2022, 13:35","","Bench Press (Barbell)",,"",0,"normal",42.5,8,,,
"Late night workout 🌙","21 Aug 2022, 12:35","21 Aug 2022, 13:35","","Bench Press (Barbell)",,"",1,"normal",45,8,,,
"Late night workout 🌙","21 Aug 2022, 12:35","21 Aug 2022, 13:35","","Bench Press (Barbell)",,"",2,"normal",47.5,3,,,
"Late night workout 🌙","21 Aug 2022, 12:35","21 Aug 2022, 13:35","","Bench Press (Barbell)",,"",3,"normal",47.5,4,,,
"Late night workout 🌙","21 Aug 2022, 12:35","21 Aug 2022, 13:35","","Face Pull",0,"",0,"normal",36,10,,,
"Late night workout 🌙","21 Aug 2022, 12:35","21 Aug 2022, 13:35","","Face Pull",0,"",1,"normal",40,10,,,
"Late night workout 🌙","21 Aug 2022, 12:35","21 Aug 2022, 13:35","","Face Pull",0,"",2,"normal",45,10,,,
"Late night workout 🌙","21 Aug 2022, 12:35","21 Aug 2022, 13:35","","Triceps Rope Pushdown",0,"",0,"normal",36,10,,,
"Late night workout 🌙","21 Aug 2022, 12:35","21 Aug 2022, 13:35","","Triceps Rope Pushdown",0,"",1,"normal",40,10,,,
"Late night workout 🌙","21 Aug 2022, 12:35","21 Aug 2022, 13:35","","Triceps Rope Pushdown",0,"",2,"normal",45,6,,,
"Late night workout 🌙","21 Aug 2022, 12:35","21 Aug 2022, 13:35","","Deadlift (Barbell)",,"",0,"normal",63,8,,,
"Late night workout 🌙","21 Aug 2022, 12:35","21 Aug 2022, 13:35","","Deadlift (Barbell)",,"",1,"normal",73,5,,,
"Late night workout 🌙","21 Aug 2022, 12:35","21 Aug 2022, 13:35","","Deadlift (Barbell)",,"",2,"normal",78,2,,,
"Late night workout 🌙","21 Aug 2022, 12:35","21 Aug 2022, 13:35","","Hip Thrust (Barbell)",,"",0,"normal",78,6,,,
"Late night workout 🌙","21 Aug 2022, 12:35","21 Aug 2022, 13:35","","Hip Thrust (Barbell)",,"",1,"normal",78,10,,,
"Late night workout 🌙","21 Aug 2022, 12:35","21 Aug 2022, 13:35","","Incline Push Ups",,"",0,"normal",,10,,,
"Late night workout 🌙","21 Aug 2022, 12:35","21 Aug 2022, 13:35","","Incline Push Ups",,"",1,"normal",,10,,,
"Afternoon workout 💪","19 Aug 2022, 17:58","19 Aug 2022, 18:53","","Walking",,"",0,"normal",,,0.65,600,
"Afternoon workout 💪","19 Aug 2022, 17:58","19 Aug 2022, 18:53","","Bench Press (Barbell)",,"",0,"normal",40,11,,,
"Afternoon workout 💪","19 Aug 2022, 17:58","19 Aug 2022, 18:53","","Bench Press (Barbell)",,"",1,"normal",42.5,7,,,
"Afternoon workout 💪","19 Aug 2022, 17:58","19 Aug 2022, 18:53","","Bench Press (Barbell)",,"",2,"normal",45,5,,,
"Afternoon workout 💪","19 Aug 2022, 17:58","19 Aug 2022, 18:53","","Bench Press (Barbell)",,"",3,"normal",45,4,,,
"Afternoon workout 💪","19 Aug 2022, 17:58","19 Aug 2022, 18:53","","Chest Press (Machine)",,"",0,"normal",50,9,,,
"Afternoon workout 💪","19 Aug 2022, 17:58","19 Aug 2022, 18:53","","Chest Press (Machine)",,"",1,"normal",50,5,,,
"Afternoon workout 💪","19 Aug 2022, 17:58","19 Aug 2022, 18:53","","Chest Press (Machine)",,"",2,"normal",50,9,,,
"Afternoon workout 💪","19 Aug 2022, 17:58","19 Aug 2022, 18:53","","Triceps Dip (Assisted)",,"",0,"normal",59,6,,,
"Afternoon workout 💪","19 Aug 2022, 17:58","19 Aug 2022, 18:53","","Triceps Dip (Assisted)",,"",1,"normal",59,10,,,
"Afternoon workout 💪","19 Aug 2022, 17:58","19 Aug 2022, 18:53","","Triceps Dip (Assisted)",,"",2,"normal",54,8,,,
"Afternoon workout 💪","19 Aug 2022, 17:58","19 Aug 2022, 18:53","","Seated Cable Row - Bar Grip",,"",0,"normal",55,10,,,
"Afternoon workout 💪","19 Aug 2022, 17:58","19 Aug 2022, 18:53","","Seated Cable Row - Bar Grip",,"",1,"normal",55,8,,,
"Afternoon workout 💪","19 Aug 2022, 17:58","19 Aug 2022, 18:53","","Seated Cable Row - Bar Grip",,"",2,"normal",55,6,,,
"Afternoon workout 💪","19 Aug 2022, 17:58","19 Aug 2022, 18:53","","Triceps Rope Pushdown",,"",0,"normal",27,5,,,
"Afternoon workout 💪","19 Aug 2022, 17:58","19 Aug 2022, 18:53","","Triceps Rope Pushdown",,"",1,"normal",27,5,,,
"Afternoon workout 💪","19 Aug 2022, 17:58","19 Aug 2022, 18:53","","Triceps Rope Pushdown",,"",2,"normal",27,5,,,
"Afternoon workout 💪","19 Aug 2022, 17:58","19 Aug 2022, 18:53","","Cross Body Hammer Curl",,"",0,"normal",10,20,,,
"Afternoon workout 💪","19 Aug 2022, 17:58","19 Aug 2022, 18:53","","Cross Body Hammer Curl",,"",1,"normal",10,20,,,
"Afternoon workout 💪","19 Aug 2022, 17:58","19 Aug 2022, 18:53","","Cross Body Hammer Curl",,"",2,"normal",10,20,,,
"Afternoon workout 💪","17 Aug 2022, 19:58","17 Aug 2022, 20:46","","Pendulum Squat",,"",0,"normal",30,8,,,
"Afternoon workout 💪","17 Aug 2022, 19:58","17 Aug 2022, 20:46","","Pendulum Squat",,"",1,"normal",20,8,,,
"Afternoon workout 💪","17 Aug 2022, 19:58","17 Aug 2022, 20:46","","Pendulum Squat",,"",2,"normal",20,10,,,
"Afternoon workout 💪","17 Aug 2022, 19:58","17 Aug 2022, 20:46","","Leg Press (Machine)",,"",0,"normal",145,10,,,
"Afternoon workout 💪","17 Aug 2022, 19:58","17 Aug 2022, 20:46","","Leg Press (Machine)",,"",1,"normal",145,10,,,
"Afternoon workout 💪","17 Aug 2022, 19:58","17 Aug 2022, 20:46","","Leg Press (Machine)",,"",2,"normal",145,10,,,
"Afternoon workout 💪","17 Aug 2022, 19:58","17 Aug 2022, 20:46","","Deadlift (Barbell)",,"",0,"normal",50,10,,,
"Afternoon workout 💪","17 Aug 2022, 19:58","17 Aug 2022, 20:46","","Deadlift (Barbell)",,"",1,"normal",50,7,,,
"Afternoon workout 💪","17 Aug 2022, 19:58","17 Aug 2022, 20:46","","Back Extension (Hyperextension)",,"",0,"normal",,10,,,
"Afternoon workout 💪","17 Aug 2022, 19:58","17 Aug 2022, 20:46","","Back Extension (Hyperextension)",,"",1,"normal",,10,,,
"Afternoon workout 💪","17 Aug 2022, 19:58","17 Aug 2022, 20:46","","Seated Calf Raise",,"",0,"normal",20,12,,,
"Afternoon workout 💪","17 Aug 2022, 19:58","17 Aug 2022, 20:46","","Seated Calf Raise",,"",1,"normal",15,10,,,
"Afternoon workout 💪","15 Aug 2022, 15:53","15 Aug 2022, 16:57","","Bench Press (Barbell)",,"",0,"normal",35,11,,,
"Afternoon workout 💪","15 Aug 2022, 15:53","15 Aug 2022, 16:57","","Bench Press (Barbell)",,"",1,"normal",40,10,,,
"Afternoon workout 💪","15 Aug 2022, 15:53","15 Aug 2022, 16:57","","Bench Press (Barbell)",,"",2,"normal",45,2,,,
"Afternoon workout 💪","15 Aug 2022, 15:53","15 Aug 2022, 16:57","","Bench Press (Barbell)",,"",3,"normal",45,3,,,
"Afternoon workout 💪","15 Aug 2022, 15:53","15 Aug 2022, 16:57","","Preacher Curl (Barbell)",,"",0,"normal",17.5,9,,,
"Afternoon workout 💪","15 Aug 2022, 15:53","15 Aug 2022, 16:57","","Preacher Curl (Barbell)",,"",1,"normal",17.5,10,,,
"Afternoon workout 💪","15 Aug 2022, 15:53","15 Aug 2022, 16:57","","Preacher Curl (Barbell)",,"",2,"normal",20,4,,,
"Afternoon workout 💪","15 Aug 2022, 15:53","15 Aug 2022, 16:57","","Seated Cable Row - Bar Grip",,"",0,"normal",45,10,,,
"Afternoon workout 💪","15 Aug 2022, 15:53","15 Aug 2022, 16:57","","Seated Cable Row - Bar Grip",,"",1,"normal",50,10,,,
"Afternoon workout 💪","15 Aug 2022, 15:53","15 Aug 2022, 16:57","","Seated Cable Row - Bar Grip",,"",2,"normal",55,6,,,
