"title","start_time","end_time","description","exercise_title","superset_id","exercise_notes","set_index","set_type","weight_kg","reps","distance_km","duration_seconds","rpe"
"Push B","28 Jan 2026, 17:26","28 Jan 2026, 17:57","","Cable Fly Crossovers",,"",0,"normal",41,12,,,
"Push B","28 Jan 2026, 17:26","28 Jan 2026, 17:57","","Cable Fly Crossovers",,"",1,"failure",50,6,,,
"Push B","28 Jan 2026, 17:26","28 Jan 2026, 17:57","","Cable Fly Crossovers",,"",2,"failure",41,9,,,
"Push B","28 Jan 2026, 17:26","28 Jan 2026, 17:57","","Cable Fly Crossovers",,"",3,"dropset",32,8,,,
"Push B","28 Jan 2026, 17:26","28 Jan 2026, 17:57","","Triceps Extension (Machine)",,"",0,"warmup",43,16,,,
"Push B","28 Jan 2026, 17:26","28 Jan 2026, 17:57","","Triceps Extension (Machine)",,"",1,"failure",50,12,,,
"Push B","28 Jan 2026, 17:26","28 Jan 2026, 17:57","","Triceps Extension (Machine)",,"",2,"failure",57,7,,,
"Push B","28 Jan 2026, 17:26","28 Jan 2026, 17:57","","Triceps Extension (Machine)",,"",3,"normal",50,7,,,
"Push B","28 Jan 2026, 17:26","28 Jan 2026, 17:57","","Shoulder Press (Machine Plates)",,"",0,"normal",30,13,,,
"Push B","28 Jan 2026, 17:26","28 Jan 2026, 17:57","","Shoulder Press (Machine Plates)",,"",1,"normal",35,14,,,
"Push B","28 Jan 2026, 17:26","28 Jan 2026, 17:57","","Shoulder Press (Machine Plates)",,"",2,"failure",35,8,,,
"Push B","28 Jan 2026, 17:26","28 Jan 2026, 17:57","","Shoulder Press (Machine Plates)",,"",3,"failure",30,13,,,
"Push B","28 Jan 2026, 17:26","28 Jan 2026, 17:57","","Seated Dip Machine",,"",0,"normal",55,13,,,
"Push B","28 Jan 2026, 17:26","28 Jan 2026, 17:57","","Seated Dip Machine",,"",1,"failure",62,6,,,
"Pull A","21 Jan 2026, 17:24","21 Jan 2026, 17:52","","Bicep Curl (Dumbbell)",,"",0,"warmup",15,15,,,
"Pull A","21 Jan 2026, 17:24","21 Jan 2026, 17:52","","Bicep Curl (Dumbbell)",,"",1,"failure",20,9,,,
"Pull A","21 Jan 2026, 17:24","21 Jan 2026, 17:52","","Bicep Curl (Dumbbell)",,"",2,"failure",20,6,,,
"Pull A","21 Jan 2026, 17:24","21 Jan 2026, 17:52","","Bicep Curl (Dumbbell)",,"",3,"dropset",10,10,,,
"Pull A","21 Jan 2026, 17:24","21 Jan 2026, 17:52","","Low Row",,"",0,"normal",25,12,,,
"Pull A","21 Jan 2026, 17:24","21 Jan 2026, 17:52","","Low Row",,"",1,"failure",35,4,,,
"Pull A","21 Jan 2026, 17:24","21 Jan 2026, 17:52","","Low Row",,"",2,"failure",35,4,,,
"Pull A","21 Jan 2026, 17:24","21 Jan 2026, 17:52","","Low Row",,"",3,"failure",25,9,,,
"Pull A","21 Jan 2026, 17:24","21 Jan 2026, 17:52","","Preacher Curl (Machine)",,"",0,"failure",17,8,,,
"Pull A","21 Jan 2026, 17:24","21 Jan 2026, 17:52","","Preacher Curl (Machine)",,"",1,"failure",12,15,,,
"Pull A","21 Jan 2026, 17:24","21 Jan 2026, 17:52","","Preacher Curl (Machine)",,"",2,"failure",12,9,,,
"Pull A","21 Jan 2026, 17:24","21 Jan 2026, 17:52","","Preacher Curl (Machine)",,"",3,"dropset",6,16,,,
"Pull A","21 Jan 2026, 17:24","21 Jan 2026, 17:52","","Straight Arm Lat Pulldown (Cable)",,"",0,"failure",35,13,,,
"Pull A","21 Jan 2026, 17:24","21 Jan 2026, 17:52","","Straight Arm Lat Pulldown (Cable)",,"",1,"failure",35,10,,,
"Pull A","21 Jan 2026, 17:24","21 Jan 2026, 17:52","","Straight Arm Lat Pulldown (Cable)",,"",2,"failure",30,10,,,
"Pull A","21 Jan 2026, 17:24","21 Jan 2026, 17:52","","Straight Arm Lat Pulldown (Cable)",,"",3,"dropset",20,13,,,
"Pull A","21 Jan 2026, 17:24","21 Jan 2026, 17:52","","Hammer Curl (Dumbbell)",,"",0,"normal",20,10,,,
"Pull A","21 Jan 2026, 17:24","21 Jan 2026, 17:52","","Hammer Curl (Dumbbell)",,"",1,"failure",15,9,,,
"Pull A","21 Jan 2026, 17:24","21 Jan 2026, 17:52","","Hammer Curl (Dumbbell)",,"",2,"dropset",10,10,,,
"Push B","17 Jan 2026, 10:13","17 Jan 2026, 10:58","","Shoulder Press (Machine Plates)",,"",0,"warmup",20,16,,,
"Push B","17 Jan 2026, 10:13","17 Jan 2026, 10:58","","Shoulder Press (Machine Plates)",,"",1,"normal",30,13,,,
"Push B","17 Jan 2026, 10:13","17 Jan 2026, 10:58","","Shoulder Press (Machine Plates)",,"",2,"failure",40,8,,,
"Push B","17 Jan 2026, 10:13","17 Jan 2026, 10:58","","Shoulder Press (Machine Plates)",,"",3,"failure",50,4,,,
"Push B","17 Jan 2026, 10:13","17 Jan 2026, 10:58","","Shoulder Press (Machine Plates)",,"",4,"dropset",20,11,,,
"Push B","17 Jan 2026, 10:13","17 Jan 2026, 10:58","","Incline Bench Press (Smith Machine)",,"",0,"warmup",17,15,,,
"Push B","17 Jan 2026, 10:13","17 Jan 2026, 10:58","","Incline Bench Press (Smith Machine)",,"",1,"normal",32,14,,,
"Push B","17 Jan 2026, 10:13","17 Jan 2026, 10:58","","Incline Bench Press (Smith Machine)",,"",2,"normal",37,5,,,
"Push B","17 Jan 2026, 10:13","17 Jan 2026, 10:58","","Incline Bench Press (Smith Machine)",,"",3,"normal",32,8,,,
"Push B","17 Jan 2026, 10:13","17 Jan 2026, 10:58","","Overhead Triceps Extension (Cable)",,"",0,"normal",30,5,,,
"Push B","17 Jan 2026, 10:13","17 Jan 2026, 10:58","","Overhead Triceps Extension (Cable)",,"",1,"failure",25,7,,,
"Push B","17 Jan 2026, 10:13","17 Jan 2026, 10:58","","Overhead Triceps Extension (Cable)",,"",2,"failure",20,10,,,
"Push B","17 Jan 2026, 10:13","17 Jan 2026, 10:58","","Overhead Triceps Extension (Cable)",,"",3,"failure",15,11,,,
"Push B","17 Jan 2026, 10:13","17 Jan 2026, 10:58","","Hoist Chest Press",,"",0,"failure",45,13,,,
"Push B","17 Jan 2026, 10:13","17 Jan 2026, 10:58","","Hoist Chest Press",,"",1,"failure",52,8,,,
"Push B","17 Jan 2026, 10:13","17 Jan 2026, 10:58","","Hoist Chest Press",,"",2,"failure",52,6,,,
"Push B","17 Jan 2026, 10:13","17 Jan 2026, 10:58","","Hoist Chest Press",,"",3,"dropset",34,7,,,
"Push B","17 Jan 2026, 10:13","17 Jan 2026, 10:58","","Triceps Extension (Machine)",,"",0,"normal",36,15,,,
"Push B","17 Jan 2026, 10:13","17 Jan 2026, 10:58","","Triceps Extension (Machine)",,"",1,"failure",43,10,,,
"Push B","17 Jan 2026, 10:13","17 Jan 2026, 10:58","","Triceps Extension (Machine)",,"",2,"failure",50,5,,,
"Push B","17 Jan 2026, 10:13","17 Jan 2026, 10:58","","Triceps Extension (Machine)",,"",3,"dropset",30,6,,,
"Legs","15 Jan 2026, 16:54","15 Jan 2026, 17:36","","Squat (Barbell)",,"",0,"warmup",20,12,,,
"Legs","15 Jan 2026, 16:54","15 Jan 2026, 17:36","","Squat (Barbell)",,"",1,"normal",40,8,,,
"Legs","15 Jan 2026, 16:54","15 Jan 2026, 17:36","","Squat (Barbell)",,"",2,"normal",60,3,,,
"Legs","15 Jan 2026, 16:54","15 Jan 2026, 17:36","","Squat (Barbell)",,"",3,"normal",50,5,,,
"Legs","15 Jan 2026, 16:54","15 Jan 2026, 17:36","","Squat (Barbell)",,"",4,"normal",40,8,,,
"Legs","15 Jan 2026, 16:54","15 Jan 2026, 17:36","","Lying Leg Curl (Machine)",,"",0,"normal",30,14,,,
"Legs","15 Jan 2026, 16:54","15 Jan 2026, 17:36","","Lying Leg Curl (Machine)",,"",1,"failure",40,4,,,
"Legs","15 Jan 2026, 16:54","15 Jan 2026, 17:36","","Lying Leg Curl (Machine)",,"",2,"failure",35,7,,,
"Legs","15 Jan 2026, 16:54","15 Jan 2026, 17:36","","Lying Leg Curl (Machine)",,"",3,"failure",30,9,,,
"Legs","15 Jan 2026, 16:54","15 Jan 2026, 17:36","","Standing Calf Raise (Machine)",,"",0,"normal",70,15,,,
"Legs","15 Jan 2026, 16:54","15 Jan 2026, 17:36","","Standing Calf Raise (Machine)",,"",1,"normal",100,12,,,
"Legs","15 Jan 2026, 16:54","15 Jan 2026, 17:36","","Standing Calf Raise (Machine)",,"",2,"normal",100,13,,,
"Legs","15 Jan 2026, 16:54","15 Jan 2026, 17:36","","Standing Calf Raise (Machine)",,"",3,"dropset",60,13,,,
"Legs","15 Jan 2026, 16:54","15 Jan 2026, 17:36","","Leg Extension (Machine)",,"",0,"normal",34,14,,,
"Legs","15 Jan 2026, 16:54","15 Jan 2026, 17:36","","Leg Extension (Machine)",,"",1,"failure",40,9,,,
"Legs","15 Jan 2026, 16:54","15 Jan 2026, 17:36","","Leg Extension (Machine)",,"",2,"normal",40,9,,,
"Legs","15 Jan 2026, 16:54","15 Jan 2026, 17:36","","Leg Extension (Machine)",,"",3,"dropset",29,14,,,
"Legs","15 Jan 2026, 16:54","15 Jan 2026, 17:36","","Spinning",,"",0,"normal",,,,360,
"Push","13 Jan 2026, 16:37","13 Jan 2026, 17:19","","Warm Up",,"",0,"normal",,,,300,
"Push","13 Jan 2026, 16:37","13 Jan 2026, 17:19","","Bench Press (Barbell)",,"",0,"warmup",20,12,,,
"Push","13 Jan 2026, 16:37","13 Jan 2026, 17:19","","Bench Press (Barbell)",,"",1,"failure",40,8,,,
"Push","13 Jan 2026, 16:37","13 Jan 2026, 17:19","","Bench Press (Barbell)",,"",2,"normal",45,5,,,
"Push","13 Jan 2026, 16:37","13 Jan 2026, 17:19","","Bench Press (Barbell)",,"",3,"failure",50,0,,,
"Push","13 Jan 2026, 16:37","13 Jan 2026, 17:19","","Bench Press (Barbell)",,"",4,"normal",40,8,,,
"Push","13 Jan 2026, 16:37","13 Jan 2026, 17:19","","Lateral Raise (Dumbbell)",,"",0,"normal",15,14,,,
"Push","13 Jan 2026, 16:37","13 Jan 2026, 17:19","","Lateral Raise (Dumbbell)",,"",1,"failure",20,9,,,
"Push","13 Jan 2026, 16:37","13 Jan 2026, 17:19","","Lateral Raise (Dumbbell)",,"",2,"normal",20,8,,,
"Push","13 Jan 2026, 16:37","13 Jan 2026, 17:19","","Lateral Raise (Dumbbell)",,"",3,"dropset",10,11,,,
"Push","13 Jan 2026, 16:37","13 Jan 2026, 17:19","","Single Arm Triceps Pushdown (Cable)",,"",0,"normal",15,30,,,
"Push","13 Jan 2026, 16:37","13 Jan 2026, 17:19","","Single Arm Triceps Pushdown (Cable)",,"",1,"normal",20,30,,,
"Push","13 Jan 2026, 16:37","13 Jan 2026, 17:19","","Single Arm Triceps Pushdown (Cable)",,"",2,"failure",30,9,,,
"Push","13 Jan 2026, 16:37","13 Jan 2026, 17:19","","Single Arm Triceps Pushdown (Cable)",,"",3,"normal",25,22,,,
"Push","13 Jan 2026, 16:37","13 Jan 2026, 17:19","","Incline Chest Fly",,"",0,"failure",10,14,,,
"Push","13 Jan 2026, 16:37","13 Jan 2026, 17:19","","Incline Chest Fly",,"",1,"failure",15,8,,,
"Push","13 Jan 2026, 16:37","13 Jan 2026, 17:19","","Incline Chest Fly",,"",2,"failure",15,5,,,
"Push","13 Jan 2026, 16:37","13 Jan 2026, 17:19","","Incline Chest Fly",,"",3,"normal",10,12,,,
"Push","13 Jan 2026, 16:37","13 Jan 2026, 17:19","","Viking Press",,"",0,"failure",10,15,,,
"Push","13 Jan 2026, 16:37","13 Jan 2026, 17:19","","Viking Press",,"",1,"failure",30,5,,,
"Push","13 Jan 2026, 16:37","13 Jan 2026, 17:19","","Viking Press",,"",2,"failure",30,5,,,
"Pull A","9 Jan 2026, 16:17","9 Jan 2026, 16:57","","Elliptical Trainer",,"",0,"normal",,,,180,
"Pull A","9 Jan 2026, 16:17","9 Jan 2026, 16:57","","Single Arm Preacher Curl",,"",0,"warmup",5,28,,,
"Pull A","9 Jan 2026, 16:17","9 Jan 2026, 16:57","","Single Arm Preacher Curl",,"",1,"failure",7.5,30,,,
"Pull A","9 Jan 2026, 16:17","9 Jan 2026, 16:57","","Single Arm Preacher Curl",,"",2,"failure",10,12,,,
"Pull A","9 Jan 2026, 16:17","9 Jan 2026, 16:57","","Single Arm Preacher Curl",,"",3,"normal",7.5,28,,,
"Pull A","9 Jan 2026, 16:17","9 Jan 2026, 16:57","","Hoist Lat Pulldown",,"",0,"warmup",39,15,,,
"Pull A","9 Jan 2026, 16:17","9 Jan 2026, 16:57","","Hoist Lat Pulldown",,"",1,"failure",51,7,,,
"Pull A","9 Jan 2026, 16:17","9 Jan 2026, 16:57","","Hoist Lat Pulldown",,"",2,"failure",45,10,,,
"Pull A","9 Jan 2026, 16:17","9 Jan 2026, 16:57","","Hoist Lat Pulldown",,"",3,"normal",39,10,,,
"Pull A","9 Jan 2026, 16:17","9 Jan 2026, 16:57","","Hammer Curl (Dumbbell)",,"",0,"failure",20,8,,,
"Pull A","9 Jan 2026, 16:17","9 Jan 2026, 16:57","","Hammer Curl (Dumbbell)",,"",1,"failure",15,11,,,
"Pull A","9 Jan 2026, 16:17","9 Jan 2026, 16:57","","Hammer Curl (Dumbbell)",,"",2,"failure",15,10,,,
"Pull A","9 Jan 2026, 16:17","9 Jan 2026, 16:57","","Hammer Curl (Dumbbell)",,"",3,"dropset",10,10,,,
"Pull A","9 Jan 2026, 16:17","9 Jan 2026, 16:57","","Face Pull",,"",0,"normal",50,14,,,
"Pull A","9 Jan 2026, 16:17","9 Jan 2026, 16:57","","Face Pull",,"",1,"failure",60,8,,,
"Pull A","9 Jan 2026, 16:17","9 Jan 2026, 16:57","","Face Pull",,"",2,"normal",55,8,,,
"Pull A","9 Jan 2026, 16:17","9 Jan 2026, 16:57","","Bicep Curl (Cable)",,"",0,"failure",20,13,,,
"Pull A","9 Jan 2026, 16:17","9 Jan 2026, 16:57","","Bicep Curl (Cable)",,"",1,"failure",25,6,,,
"Pull A","9 Jan 2026, 16:17","9 Jan 2026, 16:57","","Bicep Curl (Cable)",,"",2,"failure",20,8,,,
"Pull A","9 Jan 2026, 16:17","9 Jan 2026, 16:57","","Seated Row (Machine)",,"",0,"normal",41,9,,,
"Pull A","9 Jan 2026, 16:17","9 Jan 2026, 16:57","","Seated Row (Machine)",,"",1,"failure",32,14,,,
"Pull A","9 Jan 2026, 16:17","9 Jan 2026, 16:57","","Seated Row (Machine)",,"",2,"failure",36,8,,,
"Pull A","9 Jan 2026, 16:17","9 Jan 2026, 16:57","","Seated Row (Machine)",,"",3,"failure",32,9,,,
"Push A","8 Jan 2026, 16:21","8 Jan 2026, 17:09","","Decline Bench Press (Barbell)",,"",0,"warmup",20,12,,,
"Push A","8 Jan 2026, 16:21","8 Jan 2026, 17:09","","Decline Bench Press (Barbell)",,"",1,"normal",30,15,,,
"Push A","8 Jan 2026, 16:21","8 Jan 2026, 17:09","","Decline Bench Press (Barbell)",,"",2,"normal",30,16,,,
"Push A","8 Jan 2026, 16:21","8 Jan 2026, 17:09","","Decline Bench Press (Barbell)",,"",3,"normal",30,13,,,
"Push A","8 Jan 2026, 16:21","8 Jan 2026, 17:09","","Shoulder Press (Dumbbell)",,"",0,"warmup",15,15,,,
"Push A","8 Jan 2026, 16:21","8 Jan 2026, 17:09","","Shoulder Press (Dumbbell)",,"",1,"normal",20,13,,,
"Push A","8 Jan 2026, 16:21","8 Jan 2026, 17:09","","Shoulder Press (Dumbbell)",,"",2,"failure",25,8,,,
"Push A","8 Jan 2026, 16:21","8 Jan 2026, 17:09","","Shoulder Press (Dumbbell)",,"",3,"failure",25,9,,,
"Push A","8 Jan 2026, 16:21","8 Jan 2026, 17:09","","Skullcrusher (Barbell)",,"",0,"normal",20,13,,,
"Push A","8 Jan 2026, 16:21","8 Jan 2026, 17:09","","Skullcrusher (Barbell)",,"",1,"failure",20,0,,,
"Push A","3 Jan 2026, 13:45","3 Jan 2026, 14:29","","Incline Bench Press (Smith Machine)",,"",0,"warmup",22,14,,,
"Push A","3 Jan 2026, 13:45","3 Jan 2026, 14:29","","Incline Bench Press (Smith Machine)",,"",1,"normal",32,8,,,
"Push A","3 Jan 2026, 13:45","3 Jan 2026, 14:29","","Incline Bench Press (Smith Machine)",,"",2,"failure",37,6,,,
"Push A","3 Jan 2026, 13:45","3 Jan 2026, 14:29","","Incline Bench Press (Smith Machine)",,"",3,"normal",32,8,,,
"Push A","3 Jan 2026, 13:45","3 Jan 2026, 14:29","","Incline Bench Press (Smith Machine)",,"",4,"normal",22,8,,,
"Push A","3 Jan 2026, 13:45","3 Jan 2026, 14:29","","Triceps Pushdown",,"",0,"normal",35,15,,,
"Push A","3 Jan 2026, 13:45","3 Jan 2026, 14:29","","Triceps Pushdown",,"",1,"failure",45,10,,,
"Push A","3 Jan 2026, 13:45","3 Jan 2026, 14:29","","Triceps Pushdown",,"",2,"failure",45,6,,,
"Push A","3 Jan 2026, 13:45","3 Jan 2026, 14:29","","Triceps Pushdown",,"",3,"failure",35,10,,,
"Push A","3 Jan 2026, 13:45","3 Jan 2026, 14:29","","Chest Supported Y Raise (Dumbbell)",,"",0,"normal",15,15,,,
"Push A","3 Jan 2026, 13:45","3 Jan 2026, 14:29","","Chest Supported Y Raise (Dumbbell)",,"",1,"failure",15,12,,,
"Push A","3 Jan 2026, 13:45","3 Jan 2026, 14:29","","Chest Supported Y Raise (Dumbbell)",,"",2,"dropset",10,10,,,
"Push A","3 Jan 2026, 13:45","3 Jan 2026, 14:29","","Skullcrusher (Dumbbell)",,"",0,"normal",15,11,,,
"Push A","3 Jan 2026, 13:45","3 Jan 2026, 14:29","","Skullcrusher (Dumbbell)",,"",1,"failure",15,12,,,
"Push A","3 Jan 2026, 13:45","3 Jan 2026, 14:29","","Skullcrusher (Dumbbell)",,"",2,"dropset",10,10,,,
"Push A","3 Jan 2026, 13:45","3 Jan 2026, 14:29","","Decline Bench Press (Machine)",,"",0,"normal",40,15,,,
"Push A","3 Jan 2026, 13:45","3 Jan 2026, 14:29","","Decline Bench Press (Machine)",,"",1,"normal",60,7,,,
"Push A","3 Jan 2026, 13:45","3 Jan 2026, 14:29","","Decline Bench Press (Machine)",,"",2,"normal",60,5,,,
"Push A","3 Jan 2026, 13:45","3 Jan 2026, 14:29","","Decline Bench Press (Machine)",,"",3,"normal",40,11,,,
"Legs","2 Jan 2026, 10:16","2 Jan 2026, 11:03","","Spinning",,"",0,"normal",,,,120,
"Legs","2 Jan 2026, 10:16","2 Jan 2026, 11:03","","Squat (Smith Machine)",,"",0,"warmup",12,12,,,
"Legs","2 Jan 2026, 10:16","2 Jan 2026, 11:03","","Squat (Smith Machine)",,"",1,"normal",22,8,,,
"Legs","2 Jan 2026, 10:16","2 Jan 2026, 11:03","","Squat (Smith Machine)",,"",2,"normal",32,7,,,
"Legs","2 Jan 2026, 10:16","2 Jan 2026, 11:03","","Squat (Smith Machine)",,"",3,"normal",22,8,,,
"Legs","2 Jan 2026, 10:16","2 Jan 2026, 11:03","","Standing Calf Raise (Machine)",,"",0,"warmup",70,15,,,
"Legs","2 Jan 2026, 10:16","2 Jan 2026, 11:03","","Standing Calf Raise (Machine)",,"",1,"normal",90,14,,,
"Legs","2 Jan 2026, 10:16","2 Jan 2026, 11:03","","Standing Calf Raise (Machine)",,"",2,"failure",100,11,,,
"Legs","2 Jan 2026, 10:16","2 Jan 2026, 11:03","","Standing Calf Raise (Machine)",,"",3,"normal",100,12,,,
"Legs","2 Jan 2026, 10:16","2 Jan 2026, 11:03","","Seated Leg Curl (Machine)",,"",0,"normal",32,15,,,
"Legs","2 Jan 2026, 10:16","2 Jan 2026, 11:03","","Seated Leg Curl (Machine)",,"",1,"failure",41,7,,,
"Legs","2 Jan 2026, 10:16","2 Jan 2026, 11:03","","Seated Leg Curl (Machine)",,"",2,"normal",41,6,,,
"Legs","2 Jan 2026, 10:16","2 Jan 2026, 11:03","","Seated Leg Curl (Machine)",,"",3,"dropset",23,16,,,
"Legs","2 Jan 2026, 10:16","2 Jan 2026, 11:03","","Leg Extension (Machine)",,"",0,"normal",34,12,,,
"Legs","2 Jan 2026, 10:16","2 Jan 2026, 11:03","","Leg Extension (Machine)",,"",1,"normal",34,11,,,
"Legs","2 Jan 2026, 10:16","2 Jan 2026, 11:03","","Leg Extension (Machine)",,"",2,"normal",34,8,,,
"Legs","2 Jan 2026, 10:16","2 Jan 2026, 11:03","","Leg Extension (Machine)",,"",3,"dropset",22,10,,,
"Legs","2 Jan 2026, 10:16","2 Jan 2026, 11:03","","Boxing",,"",0,"normal",,,,300,
"Legs","2 Jan 2026, 10:16","2 Jan 2026, 11:03","","Spinning",,"",0,"normal",,,,300,
"Pull A","30 Dec 2025, 08:27","30 Dec 2025, 09:10","","Spinning",,"",0,"normal",,,,120,
"Pull A","30 Dec 2025, 08:27","30 Dec 2025, 09:10","","EZ Bar Biceps Curl",,"",0,"warmup",10,18,,,
"Pull A","30 Dec 2025, 08:27","30 Dec 2025, 09:10","","EZ Bar Biceps Curl",,"",1,"failure",20,9,,,
"Pull A","30 Dec 2025, 08:27","30 Dec 2025, 09:10","","EZ Bar Biceps Curl",,"",2,"failure",20,7,,,
"Pull A","30 Dec 2025, 08:27","30 Dec 2025, 09:10","","Lat Pulldown (Cable)",,"",0,"normal",35,14,,,
"Pull A","30 Dec 2025, 08:27","30 Dec 2025, 09:10","","Lat Pulldown (Cable)",,"",1,"failure",35,11,,,
"Pull A","30 Dec 2025, 08:27","30 Dec 2025, 09:10","","Lat Pulldown (Cable)",,"",2,"failure",40,9,,,
"Pull A","30 Dec 2025, 08:27","30 Dec 2025, 09:10","","Cross Body Hammer Curl",,"",0,"normal",10,22,,,
"Pull A","30 Dec 2025, 08:27","30 Dec 2025, 09:10","","Cross Body Hammer Curl",,"",1,"failure",10,16,,,
"Pull A","30 Dec 2025, 08:27","30 Dec 2025, 09:10","","Cross Body Hammer Curl",,"",2,"dropset",5,32,,,
"Pull A","30 Dec 2025, 08:27","30 Dec 2025, 09:10","","Chest Supported Incline Row (Dumbbell)",,"",0,"normal",25,14,,,
"Pull A","30 Dec 2025, 08:27","30 Dec 2025, 09:10","","Chest Supported Incline Row (Dumbbell)",,"",1,"failure",30,11,,,
"Pull A","30 Dec 2025, 08:27","30 Dec 2025, 09:10","","Chest Supported Incline Row (Dumbbell)",,"",2,"failure",30,12,,,
"Pull A","30 Dec 2025, 08:27","30 Dec 2025, 09:10","","Reverse Grip Concentration Curl",,"",0,"failure",7.5,16,,,
"Pull A","30 Dec 2025, 08:27","30 Dec 2025, 09:10","","Reverse Grip Concentration Curl",,"",1,"normal",7.5,16,,,
"Pull A","30 Dec 2025, 08:27","30 Dec 2025, 09:10","","Reverse Grip Concentration Curl",,"",2,"normal",7.5,16,,,
"Push A","29 Dec 2025, 11:43","29 Dec 2025, 12:33","","Spinning",,"",0,"normal",,,,120,
"Push A","29 Dec 2025, 11:43","29 Dec 2025, 12:33","","Incline Bench Press (Barbell)",,"",0,"warmup",20,18,,,
"Push A","29 Dec 2025, 11:43","29 Dec 2025, 12:33","","Incline Bench Press (Barbell)",,"",1,"normal",40,5,,,
"Push A","29 Dec 2025, 11:43","29 Dec 2025, 12:33","","Incline Bench Press (Barbell)",,"",2,"normal",40,6,,,
"Push A","29 Dec 2025, 11:43","29 Dec 2025, 12:33","","Incline Bench Press (Barbell)",,"",3,"normal",40,4,,,
"Push A","29 Dec 2025, 11:43","29 Dec 2025, 12:33","","Incline Bench Press (Barbell)",,"",4,"normal",30,8,,,
"Push A","29 Dec 2025, 11:43","29 Dec 2025, 12:33","","Overhead Triceps Extension (Cable)",,"",0,"normal",25,14,,,
"Push A","29 Dec 2025, 11:43","29 Dec 2025, 12:33","","Overhead Triceps Extension (Cable)",,"",1,"failure",30,9,,,
"Push A","29 Dec 2025, 11:43","29 Dec 2025, 12:33","","Overhead Triceps Extension (Cable)",,"",2,"failure",30,6,,,
"Push A","29 Dec 2025, 11:43","29 Dec 2025, 12:33","","Overhead Triceps Extension (Cable)",,"",3,"dropset",20,9,,,
"Push A","29 Dec 2025, 11:43","29 Dec 2025, 12:33","","Lateral Raise (Dumbbell)",,"",0,"failure",20,8,,,
"Push A","29 Dec 2025, 11:43","29 Dec 2025, 12:33","","Lateral Raise (Dumbbell)",,"",1,"failure",15,10,,,
"Push A","29 Dec 2025, 11:43","29 Dec 2025, 12:33","","Lateral Raise (Dumbbell)",,"",2,"normal",15,10,,,
"Push A","29 Dec 2025, 11:43","29 Dec 2025, 12:33","","Lateral Raise (Dumbbell)",,"",3,"dropset",10,8,,,
"Push A","29 Dec 2025, 11:43","29 Dec 2025, 12:33","","Chest Press (Machine)",,"",0,"failure",40,3,,,
"Push A","29 Dec 2025, 11:43","29 Dec 2025, 12:33","","Chest Press (Machine)",,"",1,"failure",30,7,,,
"Push A","29 Dec 2025, 11:43","29 Dec 2025, 12:33","","Chest Press (Machine)",,"",2,"failure",30,6,,,
"Push A","29 Dec 2025, 11:43","29 Dec 2025, 12:33","","Chest Press (Machine)",,"",3,"dropset",20,10,,,
"Push A","29 Dec 2025, 11:43","29 Dec 2025, 12:33","","Overhead Press (Smith Machine)",,"",0,"failure",22,4,,,
"Push A","29 Dec 2025, 11:43","29 Dec 2025, 12:33","","Overhead Press (Smith Machine)",,"",1,"failure",12,7,,,
"Push A","29 Dec 2025, 11:43","29 Dec 2025, 12:33","","Overhead Press (Smith Machine)",,"",2,"failure",12,8,,,
"Push A","29 Dec 2025, 11:43","29 Dec 2025, 12:33","","Dead Hang",,"",0,"normal",,,,10,
"Push A","29 Dec 2025, 11:43","29 Dec 2025, 12:33","","Dead Hang",,"",1,"normal",,,,10,
"Push A","29 Dec 2025, 11:43","29 Dec 2025, 12:33","","Dead Hang",,"",2,"normal",,,,5,
"Push A","29 Dec 2025, 11:43","29 Dec 2025, 12:33","","Hoist Pec Fly",,"",0,"failure",14,5,,,
"Push A","29 Dec 2025, 11:43","29 Dec 2025, 12:33","","Hoist Pec Fly",,"",1,"failure",11,8,,,
"Push A","29 Dec 2025, 11:43","29 Dec 2025, 12:33","","Hoist Pec Fly",,"",2,"failure",8,8,,,
"Legs A","13 Dec 2025, 11:12","13 Dec 2025, 11:47","","Leg Press (Machine)",,"",0,"warmup",100,14,,,
"Legs A","13 Dec 2025, 11:12","13 Dec 2025, 11:47","","Leg Press (Machine)",,"",1,"normal",130,13,,,
"Legs A","13 Dec 2025, 11:12","13 Dec 2025, 11:47","","Leg Press (Machine)",,"",2,"normal",130,12,,,
"Legs A","13 Dec 2025, 11:12","13 Dec 2025, 11:47","","Leg Press (Machine)",,"",3,"normal",100,14,,,
"Legs A","13 Dec 2025, 11:12","13 Dec 2025, 11:47","","Standing Calf Raise (Machine)",,"",0,"normal",90,14,,,
"Legs A","13 Dec 2025, 11:12","13 Dec 2025, 11:47","","Standing Calf Raise (Machine)",,"",1,"failure",100,13,,,
"Legs A","13 Dec 2025, 11:12","13 Dec 2025, 11:47","","Standing Calf Raise (Machine)",,"",2,"normal",100,11,,,
"Legs A","13 Dec 2025, 11:12","13 Dec 2025, 11:47","","Standing Calf Raise (Machine)",,"",3,"dropset",50,16,,,
"Legs A","13 Dec 2025, 11:12","13 Dec 2025, 11:47","","Leg Extension (Machine)",,"",0,"failure",34,8,,,
"Legs A","13 Dec 2025, 11:12","13 Dec 2025, 11:47","","Leg Extension (Machine)",,"",1,"failure",34,10,,,
"Legs A","13 Dec 2025, 11:12","13 Dec 2025, 11:47","","Leg Extension (Machine)",,"",2,"failure",34,9,,,
